Vehicle ID,Vehicle Type,Make & Model,Year of Manufacture,Fuel Type,Odometer Reading (km),Last Service Date,Next Service Due Date,Fuel Efficiency (km/l),Driver ID,Driver Experience (Years),Region of Operation,Trip Distance (km),Trip Duration (hrs),Average Speed (km/h),Fuel Consumption (liters),Fuel Cost (per trip),Total Maintenance Cost (YTD),Breakdowns Reported (YTD),Insurance Expiry Date,CO2 Emissions (g/km),Vehicle Status,Route Risk Level,Idle Time (hrs/month),Number of Trips (YTD)
VH-22880,Van,Mercedes Sprinter,2021,Electric,225018,2024-09-29,2025-03-25,15.5,DR-4468,30,North,794.51,11.41,69.63,51.26,167.73,2427.67,7,2025-05-14,241.86,Decommissioned,High,19.38,731
VH-22881,Motorcycle,Kawasaki Z650,2019,Petrol,516429,2024-10-07,2025-03-25,15.62,DR-8225,20,Central,547.93,5.19,105.57,35.08,119.39,1659.67,3,2026-01-06,298.23,In Repair,Low,9.09,641
VH-22882,Bus,Scania Citywide,2013,Electric,494953,2024-04-14,2024-10-01,6.45,DR-6926,27,North,139.79,1.87,74.75,21.67,31.76,9090.16,2,2025-08-22,254.6,In Repair,Low,42.65,825
VH-22883,Van,Renault Trafic,2018,Petrol,220209,2024-08-19,2024-09-26,15.92,DR-1030,14,North,55.51,0.62,89.53,3.49,11.67,6881.01,8,2025-05-19,183.2,Decommissioned,Low,31.68,934
VH-22884,Car,Honda Civic,2006,Diesel,370056,2024-12-01,2025-02-10,10.89,DR-9908,26,East,594.56,6.88,86.42,54.6,129.13,6051.72,9,2025-08-19,172.36,Decommissioned,Medium,29.72,799
VH-22885,Motorcycle,Kawasaki Z650,2017,Electric,258415,2024-08-24,2024-12-02,17.87,DR-7000,16,Central,107.43,1.79,60.02,6.01,19.36,7132.65,4,2025-05-12,261.06,In Repair,High,24.32,178
VH-22886,Truck,Volvo FH,2009,Diesel,278608,2024-08-27,2024-10-03,22.45,DR-4818,21,East,224.69,2.86,78.56,10.01,26.78,2533.28,4,2025-04-23,112.44,Active,Low,12.29,416
VH-22887,Truck,Mercedes Actros,2018,Hybrid,87601,2024-02-29,2024-07-17,10,DR-4857,12,Central,972.78,10.18,95.56,97.28,147.25,5221.94,2,2026-02-13,340.49,Active,High,48.35,104
VH-22888,Truck,Volvo FH,2021,Hybrid,243149,2025-01-15,2025-05-12,23.7,DR-7683,22,North,164.58,3.01,54.68,6.94,18.77,8186.1,4,2025-05-26,160.07,Decommissioned,High,24.73,697
VH-22889,Truck,Scania R,2016,Electric,424680,2024-11-19,2025-04-08,9.03,DR-1790,16,West,652.48,31.45,20.75,72.26,167.3,9917.18,0,2026-01-29,243.54,Active,High,20.24,189
VH-22890,Truck,Mercedes Actros,2016,Hybrid,515585,2024-12-20,2025-06-12,10.61,DR-9598,14,East,63.76,1.77,36.02,6.01,13.81,2142.25,2,2025-10-31,382.11,In Repair,High,37.86,175
VH-22891,Car,Honda Civic,2012,Diesel,233912,2024-07-31,2024-10-26,8.48,DR-7483,8,North,367.93,6.44,57.13,43.39,71.78,9201.61,1,2026-01-27,332.42,Active,Medium,8.78,901
VH-22892,Bus,Volvo 7900,2019,Electric,34348,2024-08-30,2025-01-10,20.56,DR-4106,33,South,546.91,8.69,62.94,26.6,76.2,5902.86,4,2025-09-08,131.43,Decommissioned,Low,12.73,978
VH-22893,Car,Honda Civic,2020,Hybrid,477177,2024-06-03,2024-08-01,18.21,DR-2758,20,South,516.79,11.04,46.81,28.38,64.11,646.11,3,2026-01-19,293.32,In Repair,High,21.05,357
VH-22894,Motorcycle,Kawasaki Z650,2019,Electric,378529,2024-11-04,2025-04-12,23.98,DR-9385,19,South,991.91,37.06,26.76,41.36,133.21,7847.37,9,2025-08-08,214.96,Decommissioned,Low,28.92,86
VH-22895,Bus,Scania Citywide,2014,Petrol,150913,2024-10-30,2024-11-29,13.5,DR-5874,8,South,507.96,11.69,43.45,37.63,87.36,4575.99,9,2026-01-29,334.95,Decommissioned,Low,49.86,457
VH-22896,Bus,Volvo 7900,2017,Hybrid,388147,2024-08-08,2024-09-17,10.7,DR-4081,15,Central,302.59,2.73,110.84,28.28,48.58,3449.48,4,2026-02-06,134.53,Decommissioned,Low,18.75,656
VH-22897,Bus,Volvo 7900,2018,Petrol,111010,2024-08-01,2024-11-10,17.16,DR-3229,31,East,996.71,9.89,100.78,58.08,106.22,6272.34,4,2026-01-10,190.42,Decommissioned,Low,41.01,492
VH-22898,Truck,Mercedes Actros,2019,Hybrid,317479,2024-02-28,2024-04-06,12.49,DR-9617,11,West,355.15,6.05,58.7,28.43,66.45,7547.58,2,2025-12-21,382.73,In Repair,Medium,6.95,657
VH-22899,Van,Ford Transit,2009,Diesel,394152,2024-06-12,2024-07-15,5.27,DR-6192,3,South,540.82,26,20.8,102.62,186.01,7102.03,8,2025-03-29,71.21,In Repair,High,31.74,999
VH-22900,Truck,Scania R,2011,Diesel,508639,2024-12-09,2025-01-09,18.86,DR-9899,15,East,904.7,13.12,68.96,47.97,62.21,1446.82,10,2025-10-07,213.04,In Repair,High,26.67,751
VH-22901,Car,Ford Focus,2016,Petrol,280740,2024-10-09,2025-04-06,10.43,DR-4428,5,East,629.81,8.19,76.9,60.38,158.21,7992.13,7,2026-01-25,376.55,In Repair,Medium,9.82,789
VH-22902,Car,Ford Focus,2024,Electric,250568,2024-12-27,2025-06-06,23.17,DR-6953,5,North,725.75,8.86,81.91,31.32,84.66,9587.59,10,2025-09-07,242.98,Active,Low,28.53,525
VH-22903,Truck,Volvo FH,2015,Electric,150019,2024-04-11,2024-07-07,9.94,DR-8530,16,South,161.68,1.98,81.66,16.27,27.84,1995.72,7,2025-09-17,149.27,Active,Medium,31.5,776
VH-22904,Bus,Scania Citywide,2010,Petrol,365594,2024-11-10,2024-12-10,7.19,DR-5321,16,Central,917.66,16.55,55.45,127.63,332.22,1473.7,6,2025-11-18,203.08,In Repair,Medium,39.14,359
VH-22905,Motorcycle,Yamaha MT-07,2015,Petrol,118549,2024-10-20,2025-04-02,11.84,DR-1314,24,North,90.13,2.22,40.6,7.61,19.12,1891.53,0,2025-06-12,224.35,In Repair,Medium,19.98,543
VH-22906,Van,Mercedes Sprinter,2013,Electric,576161,2024-10-18,2024-11-25,23.49,DR-9383,2,Central,884.78,9.59,92.26,37.67,131.42,7968.29,7,2025-07-18,236.83,In Repair,High,40.07,704
VH-22907,Truck,Scania R,2012,Petrol,252669,2024-12-22,2025-04-11,12.65,DR-9621,18,East,570.37,5.11,111.62,45.09,110.46,2729.32,5,2025-06-27,132.21,Decommissioned,High,15.09,642
VH-22908,Motorcycle,Kawasaki Z650,2007,Petrol,473434,2024-04-30,2024-08-28,11.59,DR-9102,31,North,931.33,9.09,102.46,80.36,99.06,2524.62,2,2026-02-09,145.3,Active,High,47.88,531
VH-22909,Van,Renault Trafic,2021,Diesel,368613,2024-07-29,2024-12-25,23.87,DR-6494,6,South,874.96,14.17,61.75,36.66,64.05,2668.11,9,2025-10-22,288.94,In Repair,High,17.07,581
VH-22910,Car,Ford Focus,2013,Diesel,305088,2024-08-03,2024-11-26,13.22,DR-7148,26,North,159.31,2.36,67.5,12.05,14.58,1163.32,7,2025-12-25,189.46,In Repair,High,35.03,622
VH-22911,Truck,Scania R,2008,Diesel,162742,2025-01-10,2025-04-06,15.88,DR-5266,23,West,559.98,5.65,99.11,35.26,103.33,1155.94,4,2025-12-20,360.77,Active,Low,19.55,589
VH-22912,Car,Honda Civic,2007,Electric,508282,2024-07-28,2024-12-28,22.74,DR-9090,10,South,428,12.46,34.35,18.82,59.1,9144.32,1,2025-09-20,74.1,In Repair,High,5.93,998
VH-22913,Truck,Volvo FH,2012,Electric,245057,2024-02-28,2024-05-02,8.76,DR-1665,17,South,24.61,0.21,117.19,2.81,7.72,4835.48,8,2025-06-19,210,Decommissioned,Low,14.63,743
VH-22914,Truck,Scania R,2022,Petrol,261345,2024-09-25,2025-01-20,19.88,DR-2857,26,South,254.06,3.34,76.07,12.78,16.42,4612.61,8,2025-10-19,230.44,Active,High,46.79,456
VH-22915,Bus,Volvo 7900,2019,Hybrid,327384,2024-08-27,2025-01-23,18.4,DR-4254,20,Central,203.71,2.03,100.35,11.07,15.33,3087.9,5,2025-06-30,289.22,Decommissioned,Medium,49.83,723
VH-22916,Motorcycle,Honda CB500X,2012,Petrol,125325,2024-03-08,2024-04-30,13.6,DR-5111,29,North,666.56,30.77,21.66,49.01,125.88,4795.63,2,2025-12-27,202.86,Active,High,44.79,176
VH-22917,Van,Ford Transit,2013,Hybrid,226079,2024-12-11,2025-04-11,12.36,DR-8784,9,South,329.26,9.86,33.39,26.64,86.17,3510.54,1,2025-04-13,368.93,In Repair,High,37.25,263
VH-22918,Bus,Mercedes Citaro,2024,Petrol,407087,2024-12-25,2025-03-17,23.95,DR-9913,35,North,212.17,3.98,53.31,8.86,20.65,9533.95,5,2025-12-17,362,In Repair,High,25.33,903
VH-22919,Car,Toyota Corolla,2024,Electric,134686,2024-03-12,2024-08-31,15.11,DR-3726,5,Central,696.62,6.4,108.85,46.1,65.95,6218.49,7,2025-07-22,171.36,In Repair,High,9.65,472
VH-22920,Van,Mercedes Sprinter,2011,Diesel,39412,2024-06-13,2024-09-04,9.25,DR-2345,25,South,349.72,4.62,75.7,37.81,62.96,4251.73,10,2026-02-13,361.94,Active,Low,37.02,109
VH-22921,Motorcycle,Honda CB500X,2012,Petrol,148634,2024-06-10,2024-11-17,6.59,DR-9065,21,Central,141.62,3.2,44.26,21.49,66.71,2888.41,5,2026-01-06,215.83,Active,Low,33.24,287
VH-22922,Van,Ford Transit,2018,Electric,25166,2024-05-12,2024-06-19,18.96,DR-4627,19,East,628.96,18.23,34.5,33.17,73.06,3739.84,1,2025-07-19,178.9,In Repair,Low,11.06,619
VH-22923,Car,Toyota Corolla,2015,Hybrid,523354,2024-09-29,2024-11-14,10.77,DR-2731,20,West,157.23,1.39,113.12,14.6,45.58,2569.73,8,2026-01-16,152.85,In Repair,High,47.55,415
VH-22924,Car,Ford Focus,2011,Electric,567107,2024-06-25,2024-11-08,5.73,DR-1258,31,West,586.52,13.15,44.6,102.36,126.51,740.49,9,2025-10-08,338.9,In Repair,High,33.42,665
VH-22925,Van,Ford Transit,2013,Diesel,41016,2024-07-23,2024-10-21,9.66,DR-8236,24,East,554.96,23.21,23.91,57.45,151.69,7177.5,3,2025-07-20,144.32,Active,Low,23.86,151
VH-22926,Car,Honda Civic,2007,Electric,587839,2024-07-11,2024-08-24,14.3,DR-6877,13,South,867.4,10.65,81.45,60.66,129.4,9164.81,7,2025-06-02,111.07,In Repair,Medium,6.05,209
VH-22927,Van,Renault Trafic,2005,Electric,140981,2024-03-28,2024-06-30,14.84,DR-4339,10,West,111.73,1.5,74.49,7.53,12,5744.89,4,2025-10-17,285.18,Decommissioned,Low,32.89,796
VH-22928,Bus,Volvo 7900,2014,Diesel,508280,2025-01-25,2025-04-19,11.02,DR-2280,32,South,786.38,7.74,101.6,71.36,241.22,5558.11,1,2025-10-30,303.18,In Repair,High,47.87,677
VH-22929,Bus,Mercedes Citaro,2021,Petrol,117613,2024-04-24,2024-06-14,4.38,DR-3858,34,South,5.61,0.05,112.2,1.28,4.12,966.41,9,2026-02-12,287.82,In Repair,Low,49.38,776
VH-22930,Car,Ford Focus,2015,Hybrid,455716,2024-04-05,2024-07-30,24.27,DR-8945,17,Central,649.92,6.32,102.84,26.78,86.66,8337.05,2,2025-10-04,386.65,Decommissioned,Low,6.02,572
VH-22931,Van,Mercedes Sprinter,2008,Electric,153334,2024-10-08,2025-02-12,6.97,DR-3353,33,West,983.04,31.4,31.31,141.04,324.28,9850.64,0,2025-12-09,206.2,In Repair,Low,7.46,145
VH-22932,Truck,Scania R,2011,Diesel,518060,2024-03-30,2024-09-22,16.63,DR-6588,26,East,379.96,4.29,88.57,22.85,63.95,7278.51,5,2025-06-11,135.42,Active,Low,45.79,500
VH-22933,Car,Toyota Corolla,2009,Diesel,575838,2024-03-15,2024-08-31,11.46,DR-2315,22,Central,416.38,3.56,116.96,36.33,59.7,3608.58,2,2025-07-28,68.5,Active,Medium,19.05,349
VH-22934,Truck,Mercedes Actros,2023,Electric,196577,2024-10-06,2025-02-07,11.38,DR-1041,30,Central,608.51,8.36,72.79,53.47,93.08,572.08,3,2025-05-23,227.49,Active,Low,40.84,97
VH-22935,Car,Ford Focus,2021,Diesel,455628,2024-12-11,2025-04-11,7.36,DR-8431,27,West,652.77,22.34,29.22,88.69,267.66,1130.29,4,2025-06-27,105.53,Decommissioned,High,20.79,168
VH-22936,Car,Ford Focus,2016,Petrol,464450,2024-05-30,2024-08-16,16.71,DR-8800,19,East,289.83,2.95,98.25,17.34,57.4,8405.79,9,2025-11-30,249.84,In Repair,Low,36.45,190
VH-22937,Motorcycle,Yamaha MT-07,2011,Diesel,560730,2024-12-21,2025-05-11,6.27,DR-4458,1,Central,710.25,8.77,80.99,113.28,394.73,7329.53,10,2025-11-05,93.35,Decommissioned,Medium,42.42,450
VH-22938,Bus,Volvo 7900,2013,Electric,58108,2024-05-16,2024-07-01,23.2,DR-8083,14,South,626.74,9.07,69.1,27.01,79.9,6316.84,3,2025-05-15,349.99,In Repair,High,21.26,571
VH-22939,Bus,Volvo 7900,2015,Hybrid,590537,2024-09-05,2024-10-20,13.88,DR-2340,20,North,787.19,17.43,45.16,56.71,72.88,3631.71,8,2025-08-08,213.78,Decommissioned,Medium,36.85,313
VH-22940,Motorcycle,Honda CB500X,2005,Petrol,388119,2024-03-15,2024-08-28,4.61,DR-9644,4,North,888.14,14.06,63.17,192.66,574.09,7713.15,6,2025-12-19,89.41,Decommissioned,Medium,33.25,110
VH-22941,Motorcycle,Kawasaki Z650,2012,Diesel,240455,2025-01-07,2025-04-09,8.79,DR-1609,22,West,208.73,8.59,24.3,23.75,51.41,2051.43,6,2026-02-11,336.37,Decommissioned,Medium,27.58,196
VH-22942,Van,Mercedes Sprinter,2024,Hybrid,346461,2024-06-10,2024-08-14,17.71,DR-3629,3,West,84.26,0.85,99.13,4.76,11.16,620.19,5,2025-05-08,365.89,Active,High,47.11,653
VH-22943,Car,Toyota Corolla,2013,Hybrid,318489,2024-03-09,2024-06-29,10.95,DR-5261,30,South,956.08,8.25,115.89,87.31,269.58,2156.53,3,2025-04-07,389.53,Decommissioned,High,44.5,947
VH-22944,Truck,Volvo FH,2016,Diesel,425192,2024-08-07,2024-12-12,23.21,DR-6181,7,Central,284.72,2.85,99.9,12.27,27.73,7830.53,10,2025-08-20,341.31,Active,Low,31.49,487
VH-22945,Motorcycle,Yamaha MT-07,2011,Petrol,257674,2024-10-10,2025-01-24,24.21,DR-1027,34,Central,842.09,9.87,85.32,34.78,66.99,9590.36,8,2025-09-24,193.54,In Repair,Low,39.63,818
VH-22946,Motorcycle,Kawasaki Z650,2021,Electric,422601,2024-06-20,2024-12-12,4.9,DR-3050,32,West,740.29,8.56,86.48,151.08,510.05,3808.8,2,2025-12-02,173.97,Active,High,41.9,74
VH-22947,Motorcycle,Kawasaki Z650,2019,Petrol,535848,2024-04-17,2024-09-14,19.48,DR-9374,11,South,199.94,9.5,21.05,10.26,29.55,8923.49,6,2026-01-30,139.53,Decommissioned,Low,16.86,133
VH-22948,Bus,Scania Citywide,2011,Hybrid,201807,2024-09-05,2024-11-24,14.9,DR-6875,4,North,444.83,6.05,73.53,29.85,86.32,5143.02,10,2026-01-22,338.46,In Repair,Low,21.24,411
VH-22949,Bus,Volvo 7900,2017,Hybrid,153987,2024-05-24,2024-10-23,18.57,DR-5407,13,North,916.7,14.82,61.86,49.36,161.35,3644.34,5,2025-12-20,136.64,In Repair,High,30.21,648
VH-22950,Bus,Scania Citywide,2006,Electric,390017,2024-07-11,2024-09-02,20.87,DR-2751,20,West,524.63,5.7,92.04,25.14,33.28,5652.77,6,2026-02-18,330.1,Decommissioned,High,48.7,481
VH-22951,Bus,Mercedes Citaro,2006,Hybrid,28228,2024-08-20,2024-10-03,12.46,DR-1352,16,West,89.5,1.05,85.24,7.18,21.76,3172.19,4,2026-02-16,243.22,Decommissioned,High,5.6,309
VH-22952,Motorcycle,Kawasaki Z650,2021,Diesel,589932,2024-07-09,2024-10-18,8.94,DR-3914,19,South,900.88,25.28,35.64,100.77,125.29,5396.57,2,2025-10-05,121.29,Active,Low,26.76,513
VH-22953,Bus,Scania Citywide,2017,Diesel,309342,2024-11-16,2025-02-12,6.63,DR-6848,23,East,688.49,9.75,70.61,103.84,227.69,5387.36,0,2025-10-28,73.29,In Repair,Medium,14.47,146
VH-22954,Bus,Volvo 7900,2017,Petrol,434785,2024-10-20,2024-12-26,10.48,DR-5092,9,North,525.05,6.49,80.9,50.1,166.09,3723.54,5,2025-11-13,243.64,In Repair,High,6.32,902
VH-22955,Car,Toyota Corolla,2021,Hybrid,463944,2024-06-13,2024-10-27,20.87,DR-1486,11,West,659.23,17,38.78,31.59,79.67,3424.35,6,2025-09-01,79.78,In Repair,Medium,43.33,929
VH-22956,Car,Ford Focus,2024,Hybrid,294874,2024-11-29,2025-03-16,24.62,DR-2237,9,North,628.85,11.21,56.1,25.54,86.14,2945.74,5,2025-11-14,203.24,Decommissioned,Medium,41.09,85
VH-22957,Motorcycle,Honda CB500X,2022,Hybrid,45711,2024-11-04,2025-03-04,15.9,DR-7349,14,Central,803.63,13.89,57.86,50.54,154.09,4804.88,9,2026-02-01,274.22,Active,Low,31.85,551
VH-22958,Motorcycle,Honda CB500X,2019,Hybrid,439486,2024-07-24,2024-11-27,8.16,DR-7122,8,Central,662.58,10.74,61.69,81.2,250.82,9574.49,0,2025-12-04,135.23,Active,Low,19.44,850
VH-22959,Bus,Scania Citywide,2009,Diesel,97814,2024-06-19,2024-09-29,20.77,DR-9817,14,Central,754.04,7.46,101.08,36.3,45.73,5562.04,7,2025-11-27,240.92,In Repair,Low,38.72,532
VH-22960,Van,Renault Trafic,2016,Petrol,143130,2024-12-01,2025-03-22,14.76,DR-5884,26,East,83.64,1.07,78.17,5.67,19.45,2354.96,0,2025-06-03,290.29,Decommissioned,High,20.26,512
VH-22961,Bus,Mercedes Citaro,2021,Petrol,258674,2024-03-05,2024-07-11,17.11,DR-8024,25,North,579.66,8.52,68.04,33.88,118.41,4319.07,8,2025-12-14,344.87,Decommissioned,Medium,41.73,322
VH-22962,Truck,Scania R,2020,Petrol,29828,2024-05-29,2024-10-14,14.44,DR-8895,32,South,235.45,3.72,63.29,16.31,47.41,3469.97,2,2025-09-08,291.81,Decommissioned,Low,49.76,920
VH-22963,Van,Mercedes Sprinter,2017,Petrol,207648,2024-06-24,2024-09-16,18.59,DR-9219,9,East,532.28,11.88,44.8,28.63,36.41,1486.76,7,2025-05-13,209,In Repair,Medium,18.93,543
VH-22964,Truck,Scania R,2023,Diesel,504914,2024-05-22,2024-10-30,15.67,DR-7547,6,East,651.89,7.02,92.86,41.6,75.42,1965.55,9,2026-01-15,247.03,Decommissioned,High,43.37,636
VH-22965,Truck,Mercedes Actros,2006,Hybrid,595297,2024-03-08,2024-06-09,9.17,DR-5968,18,Central,379.3,6.41,59.17,41.36,54.76,3716.52,9,2025-08-05,252.41,Active,High,22.68,271
VH-22966,Motorcycle,Kawasaki Z650,2008,Petrol,71684,2024-08-28,2024-11-30,14.12,DR-9217,27,South,125.82,1.31,96.05,8.91,14.83,5892.44,6,2025-04-18,110.03,In Repair,High,16.35,971
VH-22967,Van,Mercedes Sprinter,2016,Petrol,111594,2024-07-09,2024-10-06,22.56,DR-8194,16,Central,321.18,6.61,48.59,14.24,26.93,2636.56,7,2026-02-03,227.46,Active,Low,37.74,320
VH-22968,Motorcycle,Yamaha MT-07,2016,Diesel,300195,2024-10-07,2025-02-10,23.97,DR-3375,18,North,147.94,1.44,102.74,6.17,8,518.69,1,2025-04-22,147.9,Active,Low,40.93,278
VH-22969,Van,Ford Transit,2017,Electric,594022,2024-03-06,2024-07-17,5.85,DR-9991,15,East,968.67,16.11,60.13,165.58,570.98,5248.75,9,2025-04-06,54.35,In Repair,Low,9.04,167
VH-22970,Car,Ford Focus,2016,Hybrid,299872,2024-04-21,2024-07-06,8.21,DR-5878,9,North,785.37,6.67,117.75,95.66,185.45,8072.93,2,2026-02-05,391.88,Active,Low,45.72,554
VH-22971,Van,Mercedes Sprinter,2022,Hybrid,206737,2024-04-13,2024-05-23,18.94,DR-8796,34,North,926.59,46.08,20.11,48.92,88.22,9899.17,0,2025-05-25,237.08,Decommissioned,High,22.13,127
VH-22972,Motorcycle,Kawasaki Z650,2022,Petrol,560403,2024-05-26,2024-08-11,4.97,DR-5888,18,South,651.57,6.8,95.82,131.1,369.83,8452.25,4,2026-01-21,59.62,Active,Low,9.99,531
VH-22973,Van,Renault Trafic,2013,Diesel,73600,2024-09-20,2024-10-23,11.06,DR-7341,24,East,208.23,3.62,57.52,18.83,26.45,1925.44,9,2025-11-13,299.83,In Repair,Low,26.64,611
VH-22974,Truck,Mercedes Actros,2017,Diesel,33583,2024-08-22,2025-02-02,22.76,DR-4352,34,East,800.3,9.13,87.66,35.16,83.65,5370.9,9,2025-11-17,289.92,Decommissioned,High,13.74,367
VH-22975,Motorcycle,Yamaha MT-07,2019,Diesel,435110,2024-05-31,2024-09-23,11.76,DR-3008,35,North,348.08,8.58,40.57,29.6,80.44,9553.11,5,2025-04-20,112.95,Decommissioned,High,18.45,690
VH-22976,Car,Honda Civic,2017,Hybrid,63891,2025-01-18,2025-04-04,9.62,DR-3116,10,East,370.31,7.37,50.25,38.49,108.84,8084.4,0,2025-05-09,168.22,In Repair,Low,16.78,215
VH-22977,Van,Mercedes Sprinter,2023,Petrol,201918,2024-12-01,2025-04-24,8.03,DR-7889,7,South,383.63,3.31,115.9,47.77,95.54,8420.63,10,2025-09-12,396.09,In Repair,High,31.28,287
VH-22978,Motorcycle,Kawasaki Z650,2022,Petrol,566252,2024-05-22,2024-11-06,13.08,DR-6566,18,East,189.87,2.24,84.76,14.52,18.99,9276.88,6,2025-10-04,372.36,Decommissioned,Low,15.91,422
VH-22979,Truck,Mercedes Actros,2006,Hybrid,370464,2024-08-13,2024-09-23,19.55,DR-8929,15,Central,181.97,3.25,55.99,9.31,17.53,8686.25,0,2025-07-05,317.43,In Repair,High,31.24,819
VH-22980,Van,Renault Trafic,2023,Petrol,456076,2024-11-11,2025-02-12,21.38,DR-6644,14,East,78.91,1.01,78.13,3.69,7.45,1566.15,7,2025-04-25,233.84,Active,High,42.13,728
VH-22981,Bus,Mercedes Citaro,2014,Diesel,526189,2024-05-20,2024-08-16,18.14,DR-8413,25,East,682.48,7.34,92.98,37.62,48.77,6567.67,4,2025-05-27,267.99,Active,Medium,44.58,519
VH-22982,Motorcycle,Yamaha MT-07,2022,Hybrid,450798,2024-04-17,2024-05-23,15.31,DR-7806,30,West,172.5,2.81,61.39,11.27,35.98,7437.34,2,2025-07-02,293.47,In Repair,High,41.75,456
VH-22983,Van,Renault Trafic,2010,Hybrid,337142,2024-05-02,2024-08-18,11.39,DR-6451,30,South,612.71,13.72,44.66,53.79,184.54,3112.18,10,2026-01-07,199.61,Decommissioned,Medium,13.52,556
VH-22984,Van,Renault Trafic,2018,Petrol,26000,2024-12-10,2025-02-23,9.63,DR-5004,6,East,265.9,7.63,34.85,27.61,91.78,6838.21,2,2025-07-29,335.36,Active,High,21.54,503
VH-22985,Motorcycle,Yamaha MT-07,2015,Hybrid,380511,2024-09-02,2024-10-02,19.92,DR-1148,16,East,637.04,28.38,22.45,31.98,63.52,6526.66,2,2026-02-20,324.17,In Repair,Low,28.85,759
VH-22986,Truck,Mercedes Actros,2021,Electric,518844,2024-11-16,2025-02-07,6.44,DR-5478,8,East,51.99,1.15,45.21,8.07,16.11,7730.08,4,2025-09-17,110.3,Decommissioned,Medium,31.29,178
VH-22987,Motorcycle,Yamaha MT-07,2023,Petrol,393209,2024-09-25,2024-11-20,12.22,DR-5635,15,North,800.45,7.51,106.58,65.5,224.26,3329.72,10,2025-04-09,325.18,In Repair,High,23.02,977
VH-22988,Truck,Volvo FH,2019,Electric,77789,2024-07-27,2025-01-09,4.63,DR-9585,26,South,397.62,5.59,71.13,85.88,157.71,2210.18,4,2025-08-29,52.91,Decommissioned,Low,5.06,737
VH-22989,Motorcycle,Honda CB500X,2023,Petrol,581206,2024-10-18,2025-03-11,8.43,DR-8487,24,North,186.58,5.52,33.8,22.13,71.05,4770.69,4,2026-01-02,363.77,Decommissioned,Medium,39.08,699
VH-22990,Car,Ford Focus,2015,Hybrid,139164,2024-09-02,2024-12-15,16.19,DR-6828,27,North,598.36,23.78,25.16,36.96,122.64,5579.91,7,2025-10-21,119.14,In Repair,Low,39.17,617
VH-22991,Van,Ford Transit,2014,Electric,393614,2024-10-21,2025-04-02,13.72,DR-2071,8,Central,643.13,11.08,58.04,46.88,118.6,6356.49,1,2025-12-08,354.22,In Repair,Medium,7.44,493
VH-22992,Bus,Volvo 7900,2017,Diesel,426934,2025-01-09,2025-04-23,17.68,DR-3994,23,East,824.76,7.53,109.53,46.65,120.11,6845.17,10,2025-10-03,305.09,In Repair,High,7.8,432
VH-22993,Van,Mercedes Sprinter,2010,Electric,93441,2024-11-14,2025-04-09,16.88,DR-9108,6,North,621.63,5.69,109.25,36.83,89.2,9864.16,7,2025-10-10,80.1,Active,Medium,28.41,766
VH-22994,Bus,Volvo 7900,2013,Electric,410236,2024-07-21,2024-12-04,15.03,DR-6563,28,Central,183.94,4.47,41.15,12.24,22.05,9088.34,9,2025-08-01,131.49,Decommissioned,Low,44.65,87
VH-22995,Car,Ford Focus,2006,Diesel,463827,2024-03-01,2024-06-24,18.51,DR-3853,29,South,764.11,27.55,27.74,41.28,50.52,7956.37,0,2025-09-24,185.52,Decommissioned,High,18.28,735
VH-22996,Bus,Mercedes Citaro,2014,Hybrid,567365,2024-08-03,2024-09-21,16.61,DR-1358,22,North,802.22,13.88,57.8,48.3,151.64,3364.14,0,2025-06-20,264.76,Active,High,42.55,686
VH-22997,Truck,Scania R,2024,Hybrid,353883,2024-11-05,2025-01-08,17.55,DR-7101,3,West,71.73,1.49,48.14,4.09,6.49,5566.12,4,2025-11-08,339.87,Decommissioned,Medium,23.57,700
VH-22998,Motorcycle,Honda CB500X,2024,Hybrid,152850,2025-01-16,2025-04-04,6.69,DR-4556,25,West,951.69,13.39,71.07,142.26,178.88,7655.61,7,2025-10-02,262.4,In Repair,High,5.81,385
VH-22999,Bus,Scania Citywide,2008,Petrol,480697,2024-11-06,2025-03-24,18.58,DR-1934,23,Central,822.16,13.98,58.81,44.25,128.13,5788.81,9,2026-01-09,193.3,In Repair,Medium,30.75,729
VH-23000,Bus,Volvo 7900,2021,Diesel,350503,2024-03-18,2024-08-02,13.83,DR-3066,29,North,177.95,3.25,54.75,12.87,40.46,3032.58,7,2025-04-11,208.56,In Repair,High,24.31,270
VH-23001,Motorcycle,Kawasaki Z650,2006,Electric,192178,2024-08-20,2024-12-05,18.05,DR-6834,12,North,683.62,6.12,111.7,37.87,97.05,6603.99,5,2025-09-30,374.2,Decommissioned,High,7.82,379
VH-23002,Truck,Mercedes Actros,2021,Diesel,196236,2025-01-09,2025-06-06,7.21,DR-8064,8,East,451.72,9.59,47.1,62.65,161.83,2216.03,7,2025-11-12,223.97,Decommissioned,Medium,41.51,898
VH-23003,Van,Mercedes Sprinter,2010,Electric,531898,2024-06-19,2024-12-07,21.85,DR-1575,25,West,322.68,3.37,95.75,14.77,43.9,8963.91,6,2025-12-24,94.17,Active,Medium,8.06,294
VH-23004,Motorcycle,Kawasaki Z650,2014,Diesel,65192,2024-06-16,2024-11-20,21.28,DR-3214,12,South,683.44,12.08,56.58,32.12,107.99,2995.87,7,2025-03-30,68.33,Active,High,28.3,144
